PMID	Type	Abstract	Keywords	Journal	Rank	Title	Date	Organism	Score	Language	Country	Authors
28966205	Journal Article	To develop a Canadian Rheumatoid Arthritis Core Clinical Dataset (CAN-RACCD) to standardize documentation encouraging high-quality care. A set of candidate elements was drafted through meetings with 27 rheumatologists, researchers, and patients, and supplemented with focused literature reviews. A 3-round online-modified Delphi consensus process was held with rheumatologists (n = 26), allied health professionals (n = 7), and patients (n = 4); for the remainder there was no demographic information. Participants rated both the importance and feasibility of documenting candidate elements on a Likert scale of 1-9, contributed to an online moderated discussion, and re-rated the elements for inclusion in the CAN-RACCD. Elements were included in the final set if importance and feasibility ratings had a median score of ≥ 6.5 and there was no disagreement among participants. Fifty-five individual elements in 10 subgroups were proposed to the Delphi participants: measures of RA disease activity; dates to calculate waiting times, disease duration, and disease-modifying antirheumatic drug start; comorbidities; smoking status; patient-reported pain and fatigue; physical function; laboratory and radiographic investigations; medications; clinical characteristics; and vaccines. All groups were included in the final set, with the exception of vaccination status. Additionally, 3 individual elements from the smoking subgroup were eliminated with a recommendation to record smoking status as never/ever/current, and 2 elements relating to coping and effect of fatigue were eliminated due to low feasibility and importance ratings. The CAN-RACCD stands as a national recommendation on which data elements should be routinely collected in clinical practice to monitor and support high-quality RA care.	[[\&#39;PHYSICIAN PRACTICE PATTERNS\&#39;, \&#39;QUALITY OF CARE\&#39;, \&#39;RHEUMATOID ARTHRITIS\&#39;]]	The Journal of rheumatology	4.Bronze	Development of a Canadian Core Clinical Dataset to Support High-quality Care for Canadian Patients with Rheumatoid Arthritis.	01/10/2017	From the Division of Rheumatology, Department of Medicine, and the Department of Community Health Sciences of the Cumming School of Medicine, and the McCaig Institute for Bone and Joint Health, University of Calgary, Calgary, Alberta; Arthritis Research Canada, Richmond; Division of Rheumatology, Department of Medicine, University of British Columbia, Vancouver, British Columbia; Division of Rheumatology, and the Department of Medicine and Laboratory Medicine and Pathobiology, and the Institute of Medical Science, and the Krembil Research Institute, University of Toronto, Toronto; Arthritis Alliance of Canada (AAC) Inflammatory Arthritis Models of Care, Toronto; William Osler Health System, Brampton; Canadian Institute of Health Research (CIHR) National Steering Committee, Ottawa; Outcome Measures in Rheumatology (OMERACT), Ottawa, Ontario; Hôpital Maisonneuve-Rosemont, and the Institut de Recherche en Rhumatologie de Montréal, Université de Montréal, Montreal, Quebec, Canada; RAND Corp., Santa Monica, California, USA. cehbarbe@ucalgary.ca.	0.0	[\&#39;eng\&#39;]	Canada	Barber CEH, Mosher DP, Ahluwalia V, Zummer M, Marshall DA, Choquette D, Lacaille D, Bombardier C, Lyddiatt A, Chandran V, Khodyakov D, Dao E, Barnabe C
28685724	Journal Article	Contrast-enhanced ultrasound (CEUS) is a well-established imaging modality which has been put into clinical use in recent years with the development of second-generation contrast agent and imaging devices, and its applications in the assessment of inflammatory arthritis, such as rheumatoid arthritis, psoriatic arthritis, and ankylosing spondylitis, have provoked abundant discussion and researches among radiologists and rheumatologists. To summarize the achievements of clinical studies on CEUS in the application of arthritis, and to keep up with the latest progresses of the imaging technique, we reviewed the literature in recent years, hoping to establish the role of CEUS in joint diseases. PubMed and EMBASE. We searched the database with the conditions \&quot;contrast-enhanced ultrasound AND arthritis\&quot; with the time limitation of recent 10 years. Clinical studies applying CEUS in inflammatory arthritis and review articles about development of CEUS in joint diseases in English were selected. As it is proved by most studies in recent years, by delineating microvasculature within the inflamed joints, CEUS can indicate early arthritis with high sensitivity and specificity. Moreover, the imaging of CEUS has been proved to be consistent with histopathological changes of inflammatory arthritis. Quantitative analysis of CEUS permits further evaluation of disease activity. CEUS also plays a significant role in the therapeutic monitoring of the disease, which has been backed up by a number of studies. CEUS may be a new choice for the rheumatologists to evaluate inflammatory arthritis, because of its low price, ability to provide dynamic pictures, and high sensitivity to angiogenesis. It can also be applied in disease classification and therapeutic monitoring. More studies about CEUS need to be done to set up the diagnostic standards.	NA	Chinese medical journal	4.Bronze	Role of Contrast-enhanced Ultrasound in the Evaluation of Inflammatory Arthritis.	2017	Department of Ultrasound, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing 100730, China.	0.0	[\&#39;eng\&#39;]	China	Zhao CY, Jiang YX, Li JC, Xu ZH, Zhang Q, Su N, Yang M
2487701	Journal Article	The management of the rheumatoid patient involves the considered use of pharmacologic agents as therapies to induce symptomatic relief and to reduce disease activity. Aspirin and nonsteroidal antiinflammatory drugs are used initially to lessen the degree of pain and swelling associated with the inflammatory disease process. The aggressive institution of second-line therapy, previously known as disease-modifying antiinflammatory rheumatic drugs, is advocated to modify the disease course itself. These second-line treatments include antimalarials, gold salts, methotrexate, d-penicillamine, and azathioprine. Randomized placebo controlled trials have demonstrated the efficacy of these compounds in this illness. Improvement in standard parameters of disease activity (number of painful and swollen joints, duration of morning stiffness, erythrocyte sedimentation rate) can be related to the therapeutic value of second-line agents. Whether they modify radiographic progression is under rigorous study. Newer therapies under research investigation include sulfasalazine, cyclosporin A, and combination therapy.	NA	Arthritis care and research : the official journal of the Arthritis Health Professions Association	4.Bronze	Treatment of rheumatoid arthritis.	1989	NA	0.0	[\&#39;eng\&#39;]	United States	Weinblatt ME, Maier AL
24656623	Journal Article	Autoimmune diseases such as rheumatoid arthritis (RA) are the consequence of a persistent imbalance between pro- and anti-inflammatory immune mechanisms, leading to chronic inflammation. The objective of this study was to determine whether the high sensitive C-reactive protein (hs-CRP) and cytokines are elevated in RA patients and to investigate the relationship between these markers and disease activity in RA, measured by disease activity score 28 (DAS28). We studied 110 RA patients according to American College of Rheumatology revised criteria for RA, and 55 controls matched by age and sex. Serum levels of hs-CRP and cytokines interleukin (IL)-6, IL-10 and tumour necrosis factor-α (TNF-α) were estimated and correlated with the DAS28. Serum hs-CRP was assayed immunoturbidimetrically and cytokines were analysed by commercially available ELISA kit. We found that RA patients had significantly higher levels of serum hs-CRP (p&lt;0.001), IL-6 (p&lt;0.001), TNF-α (p&lt;0.001), and IL-10 (p&lt;0.01) as compared to healthy controls. hs-CRP, IL-6 and TNF-α correlated positively (p&lt;0.001) and IL-10 correlated negatively (p&lt;0.01) with DAS28. These results demonstrate that RA patients have high levels of inflammatory markers, and these levels are correlated with the DAS28. These findings suggest a possible role of these markers in the pathogenesis of RA. Moreover, these biomarkers can be used as markers of disease activity in the diagnosis and treatment of RA.	[[\&#39;Inflammation\&#39;, \&#39;Interleukin-10\&#39;, \&#39;Interleukin-6\&#39;, \&#39;Rheumatoid arthritis\&#39;, \&#39;Tumour necrosis factor-α\&#39;, \&#39;hs-CRP\&#39;]]	Allergologia et immunopathologia	4.Bronze	Inflammatory markers in patients with rheumatoid arthritis.	20/03/2014	Department of Biochemistry, Sudha Rustagi College of Dental Sciences &amp; Research, Faridabad 121001, India. Electronic address: amitbc83@gmail.com.	0.0	[\&#39;eng\&#39;]	Spain	Shrivastava AK, Singh HV, Raizada A, Singh SK, Pandey A, Singh N, Yadav DS, Sharma H
16960935	Clinical Trial, Phase I	To investigate safety and tolerability and pilot efficacy of repeated single doses of Org39141 in patients with active rheumatoid arthritis (RA). Org 39141 is recombinant human cartilage glycoprotein-39, intended to induce mucosal tolerance upon intranasal administration. RA patients with moderate disease activity were treated for 4 weeks and followed for another 8 weeks. The trial had a sequential cohort design: RA patients in the first cohort received 4 intranasal doses (one per week) of either 25 microg Org 39141 or placebo; in subsequent cohorts, treatment with 125microg, 625 microg, or 3125 microg Org39141 was compared to placebo. Safety was evaluated by means of reporting adverse events, standard laboratory testing, and nose examination. The primary efficacy endpoint was RA disease activity as measured by the Disease Activity Score 28 (DAS28). A total of 36 patients were randomized. Org39141 was well tolerated, and no severe or serious adverse events (AE) were reported. In the pooled placebo group, a decrease in DAS28 was observed, but to a lesser extent than in the Org 39141 treatment groups. After 4 weeks of treatment, the mean decrease in DAS in the 625 microg Org 39141 treatment group (-24%) was statistically (p = 0.02) and clinically (EULAR criteria) significantly larger than in the pooled placebo group (-3%). Once-weekly intranasal treatment with Org39141 was well tolerated, and no serious or severe AE were reported. A trend towards efficacy was observed. Our results are encouraging for further clinical development of Org39141.	NA	The Journal of rheumatology	4.Bronze	Intranasal administration of recombinant human cartilage glycoprotein-39. A phase I escalating cohort study in patients with rheumatoid arthritis.	2006	Department of Rheumatic Diseases, Radboud University Medical Center, Nijmegen, The Netherlands.	0.0	[\&#39;eng\&#39;]	Canada	Zandbelt MM, Houbiers JG, van den Hoogen FH, Meijerink J, van Riel PL, in\&#39;t Hout J, van de Putte LB
1859490	Clinical Trial	We conducted a double-blind, randomized trial comparing azathioprine (AZA) and methotrexate (MTX) in the treatment of patients with rheumatoid arthritis in whom parenteral gold and/or D-penicillamine treatment had been unsuccessful. Patients were randomly assigned to receive either AZA (100 mg daily) or oral MTX (7.5 mg weekly). After 8 weeks, the dosage was increased depending on the clinical improvement. Sixty-four patients were followed up for 48 weeks (33 AZA, 31 MTX). Comparison of values at week 24 with baseline values revealed significant improvement in 12 of 13 disease variables in the MTX group and in 6 of 13 in the AZA group. Comparison between the 2 treatment groups at 24 weeks, by area-under-the-curve analysis, showed significantly more improvement in the MTX group in terms of the swollen joint count, pain score, erythrocyte sedimentation rate, C-reactive protein level, hemoglobin level, thrombocyte level, and disease activity score. A significant overall clinical improvement (disease activity score) was found in 7 of 20 patients treated with AZA and 18 of 30 patients treated with MTX after 24 weeks of therapy, and in 6 of 12 AZA-treated patients and 19 of 25 MTX-treated patients after 48 weeks. The number of withdrawals due to side effects was significantly higher in the AZA group. After 48 weeks, only 12 patients from the AZA group (36%), but 25 from the MTX group (81%), were still using the initial drug. These results demonstrate MTX to be superior to AZA in the treatment of rheumatoid arthritis, with a more rapid clinical improvement which is sustained after 1 year, accompanied by a lower rate of serious adverse reactions.	NA	Arthritis and rheumatism	4.Bronze	Methotrexate versus azathioprine in the treatment of rheumatoid arthritis. A forty-eight-week randomized, double-blind trial.	1991	Department of Rheumatology, University Hospital Nijmegen, The Netherlands.	0.0	[\&#39;eng\&#39;]	United States	Jeurissen ME, Boerbooms AM, van de Putte LB, Doesburg WH, Mulder J, Rasker JJ, Kruijsen MW, Haverman JF, van Beusekom HJ, Muller WH
2155456	Comparative Study	Forty hands of 39 patients with rheumatic joint disease were examined by MRT. The method differentiates between inflammatory exudative and proliferative processes in soft tissues and bone. T2-weighted images provided criteria for judging the activity of the disease. MRT provided better demonstration of the soft tissues than just conventional radiography. The methods were of equal value for showing bone lesions. MRT is suitable as a means of diagnosing rheumatoid changes in the hand.	NA	RoFo : Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin	4.Bronze	[Magnetic resonance tomography (MRT) of the hand in chronic polyarthritis].	1990	Institut für Röntgendiagnostik, Universität Würzburg.	0.0	[\&#39;ger\&#39;]	Germany	Krahe T, Landwehr P, Stolzenburg T, Richthammer A, Schindler R, Lackner K
15776142	English Abstract	There is an increasing body of evidence suggesting that subjects with rheumatoid arthritis (RA) are characterized by acceleration of atherosclerotic process of arterial wall. However, all investigations performed so far to evaluate subclinical atherosclerosis in RA included subjects without selection for age and degree of disease activity that may represent confounding factors in such an evaluation. To verify signs of accelerated subclinical atherosclerosis in young subject suffering from RA but with low disease activity. Thirty-two patients with RA and 28 age- and sex-matched control subjects with non-inflammatory rheumatic diseases were enrolled. Inclusion criteria were age less than 60 and low disease activity with score &lt; or =3.2 according to DAS28, while subjects with traditional risk factors for and/or overt cardiovascular disease were ruled out from the study. Both patients and controls underwent evaluation of carotid and femoral artery intima-media thickness by ultrasounds. Patients had higher intima-media thickness than controls of all the sites evaluated at carotid artery level, whereas there were no differences at the comparison of the superficial and common femoral artery wall. At the univariate analysis, a positive correlation between LDL cholesterol levels and intima-media thickness at the carotid bifurcation was found. Young patients with RA and low disease activity have acceleration of atherosclerosis development as shown by increased intima-media thickness of carotid artery with respect to subjects without inflammatory rheumatic disease. It is conceivable that the organic damage of arterial wall could be the result of persistent endothelial dysfunction induced by chronic inflammation and immune dysregulation which characterize RA.	NA	Reumatismo	3.Silver	[Subclinical atherosclerosis in young patients with rheumatoid arthritis and low disease activity].	NA	Centro per lo Studio delle Malattie Reumatiche, Sez. di Medicina Interna e Scienze Oncologiche, Policlinico di Monteluce, 06122 Perugia.	0.003968253968253968	[\&#39;ita\&#39;]	Italy	Bartoloni Bocci E, Marchesi S, Delle Monache F, Vaudo G, Giordano A, Ragni Alunni F, Angrisani C, Mannarino E, Shoenfeld Y, Gerli R
23653309	Journal Article	Rheumatoid arthritis (RA) is a chronic, inflammatory, autoimmune disease with typical onset between the ages of 40 and 50 years. Increasing levels of physical activity (PA) have been shown to decrease inflammation, reduce pain, increase functional ability and improve self-esteem in people with RA. Health behaviour change (HBC) interventions have recently shown promise in facilitating the promotion of PA within a range of long-term conditions. There is currently no evidence synthesis relating to HBC interventions to increase PA in the RA population. The aim of the present study was to determine whether HBC interventions can increase PA in people with RA and identify optimal interventions or promising constituent components of the HBC interventions. A systematic literature search was conducted to identify randomized, controlled trials investigating the effect of HBC interventions on PA level in adults with RA. Four review authors independently assessed the methodological quality of studies and extracted data based upon predefined criteria. Following the application of inclusion/exclusion criteria, three studies remained for inclusion. Two studies reported significant short-term (&lt;9 months) beneficial effects of HBC upon PA (p &lt; 0.05). Individualized interventions were significantly more effective (p &lt; 0.05). Due to methodological flaws and a lack of comparison with usual care, it is not possible to conclude whether HBC interventions can increase PA in the RA population. Although it is possible to highlight promising elements of HBC interventions, such as goal setting and feedback on performance, further research on all specific components, including information provision, behaviour contracts and problem solving, is required to establish conclusive clinical guidelines.	[[\&#39;Rheumatoid arthritis\&#39;, \&#39;health behaviour change\&#39;, \&#39;physical activity\&#39;, \&#39;systematic review\&#39;]]	Musculoskeletal care	4.Bronze	Health behaviour change interventions for the promotion of physical activity in rheumatoid arthritis: a systematic review.	07/05/2013	Faculty of Health and Life Sciences, University of the West of England, Bristol, UK.	0.0	[\&#39;eng\&#39;]	England	Cramp F, Berry J, Gardiner M, Smith F, Stephens D
26725019	Journal Article	To evaluate the association between the clinical activity of RA patients and serum adipocytokines (Leptin, Adiponectin and Resistin) and inflammatory cytokines. All RA patients fulfilled ACR 1987 criteria and were treated with DMARDs. Adipocytokine and inflammatory cytokine levels were evaluated using ELISA. 121 patients were included in the study. Stratifying according to DAS28 (low, moderate and high activity), there were significant differences for Leptin, Resistin, IL-6 and IL-17, however, no differences were seen for Adiponectin, TNFα or IL-1β. Clinical activity positively correlated with Leptin, Resistin, IL-17 and IL-6 levels, but not with Adiponectin, TNFα or IL-1β. Adiponectin levels negatively correlated with TNFα and positively correlated with IL-1β. IL-1β positively correlated with IL-6 and negatively correlated with TNFα and IL-17. Circulating Leptin, Resistin, IL-6 and IL-17 levels positively correlate with RA clinical activity in a manner independent of the subject\&#39;s BMI. Complex relationships between inflammatory cytokines were observed in RA patients suggesting that other metabolic or inflammatory factors could be involved.	[[\&#39;Actividad clínica\&#39;, \&#39;Adiponectin\&#39;, \&#39;Adiponectina\&#39;, \&#39;Artrtitis reumatoide\&#39;, \&#39;Citocinas pro-inflamatorias\&#39;, \&#39;Clinical activity\&#39;, \&#39;Leptin\&#39;, \&#39;Leptina\&#39;, \&#39;Pro-inflammatory cytokines\&#39;, \&#39;Resistin\&#39;, \&#39;Resistina\&#39;, \&#39;Rheumatoid arthritis\&#39;]]	Reumatologia clinica	4.Bronze	Peripheral blood leptin and resistin levels as clinical activity biomarkers in Mexican Rheumatoid Arthritis patients.	24/12/2015	Facultad de Farmacia, Universidad Autónoma del Estado de Morelos, Mexico; Facultad de Ciencias, Universidad Autónoma del Estado de Morelos, Mexico.	0.0	[\&#39;eng\&#39;, \&#39;spa\&#39;]	Spain	Bustos Rivera-Bahena C, Xibillé-Friedmann DX, González-Christen J, Carrillo-Vázquez SM, Montiel-Hernández JL
18253972	Journal Article	Rheumatoid arthritis (RA) is a chronic inflammatory disease affecting the musculoskeletal system. Inflammation of the joints and tendons results in pain, swelling and restricted movement, eventually leading to radiological changes and deformities. Exercise therapy is considered to be an important cornerstone of the treatment of RA in all stages of the disease. To assess the effects of dynamic exercise therapy in improving joint mobility, muscle strength, aerobic capacity and daily functioning in patients with rheumatoid arthritis (RA). In addition, possible unwanted effects such as an increase in pain, disease activity and radiological progression were studied. We searched the Cochrane Musculoskeletal trials register, the Cochrane Controlled trials Register, MEDLINE, EMBASE and SCISEARCH databases up to May 1997 in order to controlled trials on the effect of exercise therapy. Randomized trials on the effect of dynamic exercise therapy in RA patients with an exercise program fulfilling the following criteria: a) intensity level such that heart rates exceeded 60% of maximal heart rate during at least 20 minutes, b) exercise frequency of two sessions per week, and c) duration of intervention of greater than six weeks Two blinded reviewers independently selected eligible studies, rated the methodological quality and extracted data. Six out of 30 identified controlled trials met the inclusion criteria. Four of the six included studies fulfilled at least seven out of 10 methodological criteria. Due to heterogeneity in outcome measures, data could not be pooled. The results suggest that dynamic exercise therapy is effective at increasing aerobic capacity and muscle strength. No detrimental effects on disease activity and pain were observed. The effects of dynamic exercise therapy on functional ability and radiological progression are unclear. The results suggest that dynamic exercise therapy is effective at increasing aerobic capacity and muscle strength. No detrimental effects on disease activity and pain were observed. The effects of dynamic exercise therapy on functional ability and radiological progression are unclear. Dynamic exercise therapy has a positive effect on physical capacity. Research on the long-term effect of dynamic exercise therapy on radiological progression and functional ability is needed.	NA	The Cochrane database of systematic reviews	4.Bronze	WITHDRAWN: Dynamic exercise therapy for treating rheumatoid arthritis.	23/01/2008	NIVEL, Netherlands Institute of Primary Health Care, PO Box 1568, Utrecht, Netherlands 3500 BN. ende.els@inter.nl.net	0.0	[\&#39;eng\&#39;]	England	Van den Ende CH, Vliet Vlieland TP, Munneke M, Hazes JM
